Temperatura, Can B, 24V
Tempo ( s )	Temperatura ( °C )
252,6000	25,56525069
252,7000	25,51967083
252,8000	25,56525069
252,9000	25,51967083
253,0000	25,56525069
253,1000	25,51967083
253,2000	25,56525069
253,3000	25,56525069
253,4000	25,56525069
253,5000	25,51967083
253,6000	25,56525069
253,7000	25,56525069
253,8000	25,56525069
253,9000	25,56525069
254,0000	25,56525069
254,1000	25,56525069
254,2000	25,56525069
254,3000	25,51967083
254,4000	25,56525069
254,5000	25,56525069
254,6000	25,56525069
254,7000	25,56525069
254,8000	25,61085573
254,9000	25,56525069
255,0000	25,56525069
255,1000	25,56525069
255,2000	25,61085573
255,3000	25,56525069
255,4000	25,56525069
255,5000	25,56525069
255,6000	25,56525069
255,7000	25,56525069
255,8000	25,56525069
255,9000	25,56525069
256,0000	25,56525069
256,1000	25,61085573
256,2000	25,56525069
256,3000	25,61085573
256,4000	25,56525069
256,5000	25,61085573
256,6000	25,61085573
256,7000	25,56525069
256,8000	25,61085573
256,9000	25,56525069
257,0000	25,61085573
257,1000	25,61085573
257,2000	25,61085573
257,3000	25,61085573
257,4000	25,61085573
257,5000	25,61085573
257,6000	25,65648607
257,7000	25,56525069
257,8000	25,65648607
257,9000	25,61085573
258,0000	25,65648607
258,1000	25,61085573
258,2000	25,65648607
258,3000	25,61085573
258,4000	25,61085573
258,5000	25,61085573
258,6000	25,65648607
258,7000	25,61085573
258,8000	25,61085573
258,9000	25,61085573
259,0000	25,65648607
259,1000	25,61085573
259,2000	25,65648607
259,3000	25,61085573
259,4000	25,65648607
259,5000	25,61085573
259,6000	25,65648607
259,7000	25,61085573
259,8000	25,65648607
259,9000	25,61085573
260,0000	25,65648607
260,1000	25,61085573
260,2000	25,65648607
260,3000	25,65648607
260,4000	25,65648607
260,5000	25,61085573
260,6000	25,65648607
260,7000	25,65648607
260,8000	25,61085573
260,9000	25,61085573
261,0000	25,65648607
261,1000	25,65648607
261,2000	25,65648607
261,3000	25,61085573
261,4000	25,65648607
261,5000	25,65648607
261,6000	25,65648607
261,7000	25,65648607
261,8000	25,65648607
261,9000	25,65648607
262,0000	25,65648607
262,1000	25,65648607
262,2000	25,65648607
262,3000	25,65648607
262,4000	25,65648607
262,5000	25,65648607
262,6000	25,65648607
262,7000	25,61085573
262,8000	25,65648607
262,9000	25,65648607
263,0000	25,65648607
263,1000	25,65648607
263,2000	25,65648607
263,3000	25,65648607
263,4000	25,65648607
263,5000	25,65648607
263,6000	25,70214183
263,7000	25,65648607
263,8000	25,70214183
263,9000	25,65648607
264,0000	25,70214183
264,1000	25,65648607
264,2000	25,70214183
264,3000	25,65648607
264,4000	25,70214183
264,5000	25,65648607
264,6000	25,70214183
264,7000	25,65648607
264,8000	25,70214183
264,9000	25,65648607
265,0000	25,70214183
265,1000	25,65648607
265,2000	25,74782310
265,3000	25,65648607
265,4000	25,70214183
265,5000	25,70214183
265,6000	25,70214183
265,7000	25,70214183
265,8000	25,74782310
265,9000	25,65648607
266,0000	25,74782310
266,1000	25,65648607
266,2000	25,70214183
266,3000	25,65648607
266,4000	25,74782310
266,5000	25,70214183
266,6000	25,74782310
266,7000	25,74782310
266,8000	25,74782310
266,9000	25,70214183
267,0000	25,74782310
267,1000	25,70214183
267,2000	25,74782310
267,3000	25,70214183
267,4000	25,74782310
267,5000	25,65648607
267,6000	25,74782310
267,7000	25,65648607
267,8000	25,74782310
267,9000	25,70214183
268,0000	25,74782310
268,1000	25,70214183
268,2000	25,74782310
268,3000	25,65648607
268,4000	25,74782310
268,5000	25,74782310
268,6000	25,74782310
268,7000	25,70214183
268,8000	25,74782310
268,9000	25,70214183
269,0000	25,74782310
269,1000	25,74782310
269,2000	25,74782310
269,3000	25,74782310
269,4000	25,74782310
269,5000	25,74782310
269,6000	25,74782310
269,7000	25,74782310
269,8000	25,79353001
269,9000	25,74782310
270,0000	25,74782310
270,1000	25,74782310
270,2000	25,74782310
270,3000	25,74782310
270,4000	25,79353001
270,5000	25,79353001
270,6000	25,74782310
270,7000	25,74782310
270,8000	25,74782310
270,9000	25,74782310
271,0000	25,83926267
271,1000	25,74782310
271,2000	25,74782310
271,3000	25,74782310
271,4000	25,74782310
271,5000	25,74782310
271,6000	25,74782310
271,7000	25,79353001
271,8000	25,79353001
271,9000	25,74782310
272,0000	25,83926267
272,1000	25,74782310
272,2000	25,79353001
272,3000	25,79353001
272,4000	25,79353001
272,5000	25,79353001
272,6000	25,79353001
272,7000	25,79353001
272,8000	25,83926267
272,9000	25,79353001
273,0000	25,83926267
273,1000	25,79353001
273,2000	25,83926267
273,3000	25,79353001
273,4000	25,83926267
273,5000	25,79353001
273,6000	25,83926267
273,7000	25,79353001
273,8000	25,83926267
273,9000	25,79353001
274,0000	25,83926267
274,1000	25,79353001
274,2000	25,83926267
274,3000	25,79353001
274,4000	25,79353001
274,5000	25,79353001
274,6000	25,83926267
274,7000	25,83926267
274,8000	25,79353001
274,9000	25,83926267
275,0000	25,83926267
275,1000	25,79353001
275,2000	25,83926267
275,3000	25,79353001
275,4000	25,83926267
275,5000	25,83926267
275,6000	25,83926267
275,7000	25,83926267
275,8000	25,83926267
275,9000	25,79353001
276,0000	25,83926267
276,1000	25,79353001
276,2000	25,83926267
276,3000	25,79353001
276,4000	25,83926267
276,5000	25,83926267
276,6000	25,83926267
276,7000	25,83926267
276,8000	25,83926267
276,9000	25,79353001
277,0000	25,83926267
277,1000	25,83926267
277,2000	25,83926267
277,3000	25,83926267
277,4000	25,83926267
277,5000	25,83926267
277,6000	25,83926267
277,7000	25,83926267
277,8000	25,83926267
277,9000	25,83926267
278,0000	25,83926267
278,1000	25,88502118
278,2000	25,83926267
278,3000	25,83926267
278,4000	25,83926267
278,5000	25,88502118
278,6000	25,83926267
278,7000	25,88502118
278,8000	25,83926267
278,9000	25,88502118
279,0000	25,83926267
279,1000	25,83926267
279,2000	25,83926267
279,3000	25,88502118
279,4000	25,83926267
279,5000	25,88502118
279,6000	25,83926267
279,7000	25,88502118
279,8000	25,93080567
279,9000	25,88502118
280,0000	25,93080567
280,1000	25,88502118
280,2000	25,83926267
280,3000	25,88502118
280,4000	25,83926267
280,5000	25,88502118
280,6000	25,83926267
280,7000	25,88502118
280,8000	25,83926267
280,9000	25,88502118
281,0000	25,93080567
281,1000	25,88502118
281,2000	25,93080567
281,3000	25,88502118
281,4000	25,88502118
281,5000	25,88502118
281,6000	25,93080567
281,7000	25,88502118
281,8000	25,93080567
281,9000	25,88502118
282,0000	25,93080567
282,1000	25,88502118
282,2000	25,93080567
282,3000	25,88502118
282,4000	25,93080567
282,5000	25,88502118
282,6000	25,93080567
282,7000	25,93080567
282,8000	25,93080567
282,9000	25,88502118
283,0000	25,93080567
283,1000	25,93080567
283,2000	25,93080567
283,3000	25,93080567
283,4000	25,93080567
283,5000	25,93080567
283,6000	25,93080567
283,7000	25,88502118
283,8000	25,93080567
283,9000	25,88502118
284,0000	25,93080567
284,1000	25,93080567
284,2000	25,93080567
284,3000	25,93080567
284,4000	25,93080567
284,5000	25,93080567
284,6000	25,93080567
284,7000	25,93080567
284,8000	25,97661625
284,9000	25,93080567
285,0000	25,93080567
285,1000	25,93080567
285,2000	25,97661625
285,3000	25,93080567
285,4000	25,93080567
285,5000	25,93080567
285,6000	25,93080567
285,7000	25,93080567
285,8000	25,97661625
285,9000	25,97661625
286,0000	25,97661625
286,1000	25,93080567
286,2000	25,97661625
286,3000	25,93080567
286,4000	25,97661625
286,5000	25,93080567
286,6000	25,97661625
286,7000	25,93080567
286,8000	26,02245304
286,9000	25,93080567
287,0000	25,97661625
287,1000	25,97661625
287,2000	25,97661625
287,3000	25,97661625
287,4000	25,97661625
287,5000	25,97661625
287,6000	25,97661625
287,7000	25,97661625
287,8000	25,97661625
287,9000	25,97661625
288,0000	25,97661625
288,1000	25,97661625
288,2000	26,02245304
288,3000	25,97661625
288,4000	26,02245304
288,5000	25,97661625
288,6000	26,02245304
288,7000	25,97661625
288,8000	25,97661625
288,9000	25,97661625
289,0000	26,02245304
289,1000	25,97661625
289,2000	26,02245304
289,3000	25,97661625
289,4000	26,02245304
289,5000	25,97661625
289,6000	26,02245304
289,7000	26,02245304
289,8000	26,02245304
289,9000	25,97661625
290,0000	26,02245304
290,1000	26,02245304
290,2000	26,02245304
290,3000	26,02245304
290,4000	26,02245304
290,5000	26,02245304
290,6000	26,02245304
290,7000	25,97661625
290,8000	26,02245304
290,9000	26,02245304
291,0000	26,02245304
291,1000	26,02245304
291,2000	26,02245304
291,3000	26,02245304
291,4000	26,02245304
291,5000	26,02245304
291,6000	26,02245304
291,7000	26,02245304
291,8000	26,02245304
291,9000	26,02245304
292,0000	26,02245304
292,1000	26,02245304
292,2000	26,02245304
292,3000	26,02245304
292,4000	26,02245304
292,5000	26,02245304
292,6000	26,06831614
292,7000	26,02245304
292,8000	26,06831614
292,9000	26,02245304
293,0000	26,06831614
293,1000	26,02245304
293,2000	26,06831614
293,3000	26,02245304
293,4000	26,06831614
293,5000	26,02245304
293,6000	26,11420567
293,7000	26,02245304
293,8000	26,06831614
293,9000	26,02245304
294,0000	26,06831614
294,1000	26,02245304
294,2000	26,06831614
294,3000	26,02245304
294,4000	26,06831614
294,5000	26,02245304
294,6000	26,11420567
294,7000	26,06831614
294,8000	26,06831614
294,9000	26,06831614
295,0000	26,11420567
295,1000	26,02245304
295,2000	26,11420567
295,3000	26,02245304
295,4000	26,11420567
295,5000	26,06831614
295,6000	26,11420567
295,7000	26,06831614
295,8000	26,11420567
295,9000	26,02245304
296,0000	26,11420567
296,1000	26,06831614
296,2000	26,11420567
296,3000	26,02245304
296,4000	26,11420567
296,5000	26,11420567
296,6000	26,11420567
296,7000	26,02245304
296,8000	26,11420567
296,9000	26,11420567
297,0000	26,11420567
297,1000	26,06831614
297,2000	26,11420567
297,3000	26,11420567
297,4000	26,11420567
297,5000	26,06831614
297,6000	26,11420567
297,7000	26,11420567
297,8000	26,11420567
297,9000	26,06831614
298,0000	26,11420567
298,1000	26,11420567
298,2000	26,11420567
298,3000	26,06831614
298,4000	26,11420567
298,5000	26,11420567
298,6000	26,11420567
298,7000	26,11420567
298,8000	26,11420567
298,9000	26,11420567
299,0000	26,11420567
299,1000	26,11420567
299,2000	26,11420567
299,3000	26,16012175
299,4000	26,16012175
299,5000	26,11420567
299,6000	26,11420567
299,7000	26,11420567
299,8000	26,16012175
299,9000	26,11420567
300,0000	26,16012175
300,1000	26,16012175
300,2000	26,16012175
300,3000	26,11420567
300,4000	26,20606449
300,5000	26,16012175
300,6000	26,16012175
300,7000	26,16012175
300,8000	26,16012175
300,9000	26,11420567
301,0000	26,16012175
301,1000	26,11420567
301,2000	26,20606449
301,3000	26,11420567
301,4000	26,16012175
301,5000	26,16012175
301,6000	26,20606449
301,7000	26,16012175
301,8000	26,20606449
301,9000	26,16012175
302,0000	26,20606449
302,1000	26,16012175
302,2000	26,16012175
302,3000	26,16012175
302,4000	26,20606449
302,5000	26,16012175
302,6000	26,20606449
302,7000	26,16012175
302,8000	26,20606449
302,9000	26,16012175
303,0000	26,20606449
303,1000	26,16012175
303,2000	26,20606449
303,3000	26,16012175
303,4000	26,20606449
303,5000	26,16012175
303,6000	26,20606449
303,7000	26,16012175
303,8000	26,20606449
303,9000	26,20606449
304,0000	26,20606449
304,1000	26,16012175
304,2000	26,20606449
304,3000	26,16012175
304,4000	26,20606449
304,5000	26,20606449
304,6000	26,20606449
304,7000	26,16012175
304,8000	26,20606449
304,9000	26,16012175
305,0000	26,20606449
305,1000	26,20606449
305,2000	26,20606449
305,3000	26,16012175
305,4000	26,20606449
305,5000	26,20606449
305,6000	26,20606449
305,7000	26,20606449
305,8000	26,25203401
305,9000	26,20606449
306,0000	26,20606449
306,1000	26,20606449
306,2000	26,20606449
306,3000	26,20606449
306,4000	26,20606449
306,5000	26,20606449
306,6000	26,20606449
306,7000	26,20606449
306,8000	26,25203401
306,9000	26,20606449
307,0000	26,20606449
307,1000	26,20606449
307,2000	26,20606449
307,3000	26,20606449
307,4000	26,25203401
307,5000	26,20606449
307,6000	26,20606449
307,7000	26,20606449
307,8000	26,20606449
307,9000	26,20606449
308,0000	26,25203401
308,1000	26,20606449
308,2000	26,25203401
308,3000	26,20606449
308,4000	26,25203401
308,5000	26,20606449
308,6000	26,20606449
308,7000	26,20606449
308,8000	26,29803042
308,9000	26,20606449
309,0000	26,29803042
309,1000	26,20606449
309,2000	26,20606449
309,3000	26,20606449
309,4000	26,29803042
309,5000	26,20606449
309,6000	26,29803042
309,7000	26,20606449
309,8000	26,29803042
309,9000	26,20606449
310,0000	26,29803042
310,1000	26,20606449
310,2000	26,29803042
310,3000	26,20606449
310,4000	26,29803042
310,5000	26,20606449
310,6000	26,29803042
310,7000	26,29803042
310,8000	26,29803042
310,9000	26,20606449
311,0000	26,29803042
311,1000	26,25203401
311,2000	26,29803042
311,3000	26,29803042
311,4000	26,29803042
311,5000	26,29803042
311,6000	26,29803042
311,7000	26,20606449
311,8000	26,29803042
311,9000	26,20606449
312,0000	26,29803042
312,1000	26,29803042
312,2000	26,29803042
312,3000	26,29803042
312,4000	26,34405384
312,5000	26,29803042
312,6000	26,29803042
312,7000	26,29803042
312,8000	26,29803042
312,9000	26,29803042
313,0000	26,34405384
313,1000	26,29803042
313,2000	26,34405384
313,3000	26,29803042
313,4000	26,34405384
313,5000	26,29803042
313,6000	26,34405384
313,7000	26,29803042
313,8000	26,34405384
313,9000	26,29803042
314,0000	26,34405384
314,1000	26,29803042
314,2000	26,34405384
314,3000	26,34405384
314,4000	26,34405384
314,5000	26,34405384
314,6000	26,29803042
314,7000	26,34405384
314,8000	26,34405384
314,9000	26,29803042
315,0000	26,39010439
315,1000	26,34405384
315,2000	26,34405384
315,3000	26,34405384
315,4000	26,34405384
315,5000	26,34405384
315,6000	26,34405384
315,7000	26,34405384
315,8000	26,39010439
315,9000	26,34405384
316,0000	26,39010439
316,1000	26,34405384
316,2000	26,39010439
316,3000	26,34405384
316,4000	26,39010439
316,5000	26,34405384
316,6000	26,34405384
316,7000	26,34405384
316,8000	26,39010439
316,9000	26,34405384
317,0000	26,39010439
317,1000	26,34405384
317,2000	26,39010439
317,3000	26,34405384
317,4000	26,39010439
317,5000	26,39010439
317,6000	26,39010439
317,7000	26,34405384
317,8000	26,39010439
317,9000	26,39010439
318,0000	26,39010439
318,1000	26,39010439
318,2000	26,39010439
318,3000	26,34405384
318,4000	26,39010439
318,5000	26,39010439
318,6000	26,39010439
318,7000	26,39010439
318,8000	26,39010439
318,9000	26,34405384
319,0000	26,39010439
319,1000	26,34405384
319,2000	26,39010439
319,3000	26,39010439
319,4000	26,39010439
319,5000	26,39010439
319,6000	26,39010439
319,7000	26,39010439
319,8000	26,39010439
319,9000	26,39010439
320,0000	26,39010439
320,1000	26,39010439
320,2000	26,43618218
320,3000	26,39010439
320,4000	26,43618218
320,5000	26,39010439
320,6000	26,39010439
320,7000	26,39010439
320,8000	26,39010439
320,9000	26,39010439
321,0000	26,43618218
321,1000	26,39010439
321,2000	26,39010439
321,3000	26,39010439
321,4000	26,43618218
321,5000	26,39010439
321,6000	26,43618218
321,7000	26,39010439
321,8000	26,39010439
321,9000	26,39010439
322,0000	26,43618218
322,1000	26,39010439
322,2000	26,48228733
322,3000	26,39010439
322,4000	26,48228733
322,5000	26,39010439
322,6000	26,48228733
322,7000	26,43618218
322,8000	26,48228733
322,9000	26,39010439
323,0000	26,48228733
323,1000	26,43618218
323,2000	26,43618218
323,3000	26,39010439
323,4000	26,48228733
323,5000	26,43618218
323,6000	26,48228733
323,7000	26,43618218
323,8000	26,48228733
323,9000	26,39010439
324,0000	26,48228733
324,1000	26,48228733
324,2000	26,48228733
324,3000	26,43618218
324,4000	26,48228733
324,5000	26,43618218
324,6000	26,48228733
324,7000	26,43618218
324,8000	26,48228733
324,9000	26,48228733
325,0000	26,48228733
325,1000	26,48228733
325,2000	26,48228733
325,3000	26,48228733
325,4000	26,48228733
325,5000	26,43618218
325,6000	26,48228733
325,7000	26,48228733
325,8000	26,48228733
325,9000	26,48228733
326,0000	26,48228733
326,1000	26,48228733
326,2000	26,52841996
326,3000	26,48228733
326,4000	26,48228733
326,5000	26,48228733
326,6000	26,48228733
326,7000	26,48228733
326,8000	26,48228733
326,9000	26,48228733
327,0000	26,48228733
327,1000	26,48228733
327,2000	26,48228733
327,3000	26,52841996
327,4000	26,48228733
327,5000	26,48228733
327,6000	26,52841996
327,7000	26,48228733
327,8000	26,52841996
327,9000	26,52841996
328,0000	26,52841996
328,1000	26,48228733
328,2000	26,48228733
328,3000	26,48228733
328,4000	26,48228733
328,5000	26,52841996
328,6000	26,48228733
328,7000	26,52841996
328,8000	26,52841996
328,9000	26,48228733
329,0000	26,57458018
329,1000	26,52841996
329,2000	26,57458018
329,3000	26,52841996
329,4000	26,57458018
329,5000	26,52841996
329,6000	26,57458018
329,7000	26,52841996
329,8000	26,57458018
329,9000	26,48228733
330,0000	26,52841996
330,1000	26,52841996
330,2000	26,57458018
330,3000	26,52841996
330,4000	26,57458018
330,5000	26,52841996
330,6000	26,57458018
330,7000	26,52841996
330,8000	26,57458018
330,9000	26,57458018
331,0000	26,57458018
331,1000	26,52841996
331,2000	26,57458018
331,3000	26,52841996
331,4000	26,57458018
331,5000	26,57458018
331,6000	26,57458018
331,7000	26,57458018
331,8000	26,57458018
331,9000	26,52841996
332,0000	26,57458018
332,1000	26,57458018
332,2000	26,57458018
332,3000	26,57458018
332,4000	26,57458018
332,5000	26,52841996
332,6000	26,57458018
332,7000	26,57458018
332,8000	26,57458018
332,9000	26,57458018
333,0000	26,57458018
333,1000	26,57458018
333,2000	26,57458018
333,3000	26,57458018
333,4000	26,57458018
333,5000	26,57458018
333,6000	26,57458018
333,7000	26,57458018
333,8000	26,57458018
333,9000	26,57458018
334,0000	26,57458018
334,1000	26,62076812
334,2000	26,57458018
334,3000	26,57458018
334,4000	26,57458018
334,5000	26,57458018
334,6000	26,57458018
334,7000	26,57458018
334,8000	26,57458018
334,9000	26,62076812
335,0000	26,57458018
335,1000	26,57458018
335,2000	26,57458018
335,3000	26,62076812
335,4000	26,57458018
335,5000	26,62076812
335,6000	26,57458018
335,7000	26,62076812
335,8000	26,57458018
335,9000	26,62076812
336,0000	26,57458018
336,1000	26,62076812
336,2000	26,57458018
336,3000	26,62076812
336,4000	26,57458018
336,5000	26,62076812
336,6000	26,66698389
336,7000	26,62076812
336,8000	26,57458018
336,9000	26,62076812
337,0000	26,57458018
337,1000	26,62076812
337,2000	26,66698389
337,3000	26,62076812
337,4000	26,66698389
337,5000	26,62076812
337,6000	26,66698389
337,7000	26,62076812
337,8000	26,66698389
337,9000	26,62076812
338,0000	26,66698389
338,1000	26,62076812
338,2000	26,66698389
338,3000	26,66698389
338,4000	26,66698389
338,5000	26,66698389
338,6000	26,66698389
338,7000	26,66698389
338,8000	26,66698389
338,9000	26,66698389
339,0000	26,66698389
339,1000	26,62076812
339,2000	26,66698389
339,3000	26,66698389
339,4000	26,66698389
339,5000	26,66698389
339,6000	26,66698389
339,7000	26,66698389
339,8000	26,66698389
339,9000	26,66698389
340,0000	26,66698389
340,1000	26,66698389
340,2000	26,66698389
340,3000	26,66698389
340,4000	26,66698389
340,5000	26,71322761
340,6000	26,71322761
340,7000	26,66698389
340,8000	26,66698389
340,9000	26,66698389
341,0000	26,71322761
341,1000	26,66698389
341,2000	26,71322761
341,3000	26,66698389
341,4000	26,71322761
341,5000	26,66698389
341,6000	26,75949941
341,7000	26,71322761
341,8000	26,66698389
341,9000	26,66698389
342,0000	26,71322761
342,1000	26,71322761
342,2000	26,71322761
342,3000	26,71322761
342,4000	26,75949941
342,5000	26,71322761
342,6000	26,75949941
342,7000	26,71322761
342,8000	26,75949941
342,9000	26,71322761
343,0000	26,71322761
343,1000	26,71322761
343,2000	26,66698389
343,3000	26,71322761
343,4000	26,75949941
343,5000	26,71322761
343,6000	26,71322761
343,7000	26,71322761
343,8000	26,71322761
343,9000	26,71322761
344,0000	26,75949941
344,1000	26,71322761
344,2000	26,75949941
344,3000	26,75949941
344,4000	26,75949941
344,5000	26,71322761
344,6000	26,75949941
344,7000	26,75949941
344,8000	26,75949941
344,9000	26,71322761
345,0000	26,75949941
345,1000	26,71322761
345,2000	26,75949941
345,3000	26,71322761
345,4000	26,75949941
345,5000	26,71322761
345,6000	26,75949941
345,7000	26,75949941
345,8000	26,75949941
345,9000	26,75949941
346,0000	26,75949941
346,1000	26,75949941
346,2000	26,75949941
346,3000	26,71322761
346,4000	26,75949941
346,5000	26,75949941
346,6000	26,75949941
346,7000	26,75949941
346,8000	26,75949941
346,9000	26,75949941
347,0000	26,75949941
347,1000	26,71322761
347,2000	26,75949941
347,3000	26,75949941
347,4000	26,75949941
347,5000	26,75949941
347,6000	26,75949941
347,7000	26,75949941
347,8000	26,75949941
347,9000	26,75949941
348,0000	26,75949941
348,1000	26,75949941
348,2000	26,80579939
348,3000	26,75949941
348,4000	26,80579939
348,5000	26,75949941
348,6000	26,80579939
348,7000	26,75949941
348,8000	26,75949941
348,9000	26,75949941
349,0000	26,80579939
349,1000	26,75949941
349,2000	26,85212767
349,3000	26,75949941
349,4000	26,80579939
349,5000	26,75949941
349,6000	26,80579939
349,7000	26,75949941
349,8000	26,80579939
349,9000	26,80579939
350,0000	26,85212767
350,1000	26,75949941
350,2000	26,85212767
350,3000	26,75949941
350,4000	26,85212767
350,5000	26,75949941
350,6000	26,85212767
350,7000	26,80579939
350,8000	26,85212767
350,9000	26,75949941
351,0000	26,80579939
351,1000	26,85212767
351,2000	26,85212767
351,3000	26,80579939
351,4000	26,85212767
351,5000	26,85212767
351,6000	26,85212767
351,7000	26,75949941
351,8000	26,85212767
351,9000	26,75949941
352,0000	26,85212767
352,1000	26,75949941
352,2000	26,85212767
352,3000	26,85212767
352,4000	26,85212767
352,5000	26,85212767
352,6000	26,85212767
352,7000	26,80579939
352,8000	26,85212767
352,9000	26,85212767
353,0000	26,85212767
353,1000	26,80579939
353,2000	26,85212767
353,3000	26,80579939
353,4000	26,85212767
353,5000	26,85212767
353,6000	26,85212767
353,7000	26,80579939
353,8000	26,85212767
353,9000	26,85212767
354,0000	26,85212767
354,1000	26,85212767
354,2000	26,85212767
354,3000	26,85212767
354,4000	26,85212767
354,5000	26,85212767
354,6000	26,85212767
354,7000	26,85212767
354,8000	26,85212767
354,9000	26,85212767
355,0000	26,85212767
355,1000	26,85212767
355,2000	26,85212767
355,3000	26,85212767
355,4000	26,85212767
355,5000	26,85212767
355,6000	26,85212767
355,7000	26,85212767
355,8000	26,89848439
355,9000	26,89848439
356,0000	26,89848439
356,1000	26,89848439
356,2000	26,89848439
356,3000	26,85212767
356,4000	26,94486966
356,5000	26,89848439
356,6000	26,94486966
356,7000	26,89848439
356,8000	26,89848439
356,9000	26,89848439
357,0000	26,94486966
357,1000	26,89848439
357,2000	26,89848439
357,3000	26,89848439
357,4000	26,94486966
357,5000	26,89848439
357,6000	26,94486966
357,7000	26,89848439
357,8000	26,89848439
357,9000	26,89848439
358,0000	26,94486966
358,1000	26,89848439
358,2000	26,94486966
358,3000	26,89848439
358,4000	26,94486966
358,5000	26,89848439
358,6000	26,94486966
358,7000	26,94486966
358,8000	26,94486966
358,9000	26,89848439
359,0000	26,94486966
359,1000	26,94486966
359,2000	26,94486966
359,3000	26,94486966
359,4000	26,94486966
359,5000	26,89848439
359,6000	26,94486966
359,7000	26,89848439
359,8000	26,94486966
359,9000	26,94486966
360,0000	26,94486966
360,1000	26,89848439
360,2000	26,94486966
360,3000	26,94486966
360,4000	26,94486966
360,5000	26,89848439
360,6000	26,94486966
360,7000	26,94486966
360,8000	26,94486966
360,9000	26,94486966
361,0000	26,94486966
361,1000	26,94486966
361,2000	26,94486966
361,3000	26,94486966
361,4000	26,94486966
361,5000	26,94486966
361,6000	26,94486966
361,7000	26,94486966
361,8000	26,94486966
361,9000	26,94486966
362,0000	26,94486966
362,1000	26,94486966
362,2000	26,94486966
362,3000	26,94486966
362,4000	26,94486966
362,5000	26,94486966
362,6000	26,94486966
362,7000	26,99128360
362,8000	26,94486966
362,9000	26,94486966
363,0000	26,99128360
363,1000	26,94486966
363,2000	26,94486966
363,3000	26,94486966
363,4000	26,94486966
363,5000	26,94486966
363,6000	27,03772632
363,7000	26,99128360
363,8000	27,03772632
363,9000	26,94486966
364,0000	27,03772632
364,1000	26,99128360
364,2000	26,94486966
364,3000	26,99128360
364,4000	27,03772632
364,5000	26,99128360
364,6000	27,03772632
364,7000	27,03772632
364,8000	27,03772632
364,9000	26,94486966
365,0000	26,99128360
365,1000	26,99128360
365,2000	27,03772632
365,3000	26,99128360
365,4000	27,03772632
365,5000	26,99128360
365,6000	27,03772632
365,7000	26,99128360
365,8000	27,03772632
365,9000	26,99128360
366,0000	27,03772632
366,1000	27,03772632
366,2000	27,03772632
366,3000	26,99128360
366,4000	27,03772632
366,5000	27,03772632
366,6000	27,03772632
366,7000	27,03772632
366,8000	27,03772632
366,9000	27,03772632
367,0000	27,03772632
367,1000	26,99128360
367,2000	27,03772632
367,3000	27,03772632
367,4000	27,03772632
367,5000	26,99128360
367,6000	27,03772632
367,7000	27,03772632
367,8000	27,03772632
367,9000	27,03772632
368,0000	27,03772632
368,1000	27,03772632
368,2000	27,08419796
368,3000	27,03772632
368,4000	27,03772632
368,5000	27,03772632
368,6000	27,08419796
368,7000	27,03772632
368,8000	27,03772632
368,9000	27,03772632
369,0000	27,03772632
369,1000	27,03772632
369,2000	27,08419796
369,3000	27,08419796
369,4000	27,03772632
369,5000	27,03772632
369,6000	27,08419796
369,7000	27,08419796
369,8000	27,08419796
369,9000	27,08419796
370,0000	27,13069864
370,1000	27,08419796
370,2000	27,08419796
370,3000	27,08419796
370,4000	27,08419796
370,5000	27,08419796
370,6000	27,08419796
370,7000	27,08419796
370,8000	27,08419796
370,9000	27,08419796
371,0000	27,08419796
371,1000	27,08419796
371,2000	27,13069864
371,3000	27,08419796
371,4000	27,13069864
371,5000	27,08419796
371,6000	27,13069864
371,7000	27,08419796
371,8000	27,08419796
371,9000	27,08419796
372,0000	27,13069864
372,1000	27,13069864
372,2000	27,13069864
372,3000	27,08419796
372,4000	27,13069864
372,5000	27,08419796
372,6000	27,13069864
372,7000	27,08419796
372,8000	27,13069864
372,9000	27,13069864
373,0000	27,13069864
373,1000	27,08419796
373,2000	27,13069864
373,3000	27,08419796
373,4000	27,13069864
373,5000	27,08419796
373,6000	27,13069864
373,7000	27,08419796
373,8000	27,13069864
373,9000	27,13069864
374,0000	27,13069864
374,1000	27,13069864
374,2000	27,13069864
374,3000	27,13069864
374,4000	27,13069864
374,5000	27,13069864
374,6000	27,17722846
374,7000	27,13069864
374,8000	27,13069864
374,9000	27,13069864
375,0000	27,13069864
375,1000	27,13069864
375,2000	27,13069864
375,3000	27,13069864
375,4000	27,13069864
375,5000	27,13069864
375,6000	27,17722846
375,7000	27,13069864
375,8000	27,17722846
375,9000	27,13069864
376,0000	27,13069864
376,1000	27,17722846
376,2000	27,17722846
376,3000	27,13069864
376,4000	27,13069864
376,5000	27,13069864
376,6000	27,13069864
376,7000	27,13069864
376,8000	27,17722846
376,9000	27,13069864
377,0000	27,17722846
377,1000	27,13069864
377,2000	27,17722846
377,3000	27,13069864
377,4000	27,17722846
377,5000	27,13069864
377,6000	27,22378757
377,7000	27,13069864
377,8000	27,17722846
377,9000	27,17722846
378,0000	27,17722846
378,1000	27,17722846
378,2000	27,22378757
378,3000	27,13069864
378,4000	27,17722846
378,5000	27,17722846
378,6000	27,22378757
378,7000	27,22378757
378,8000	27,22378757
378,9000	27,17722846
379,0000	27,22378757
379,1000	27,17722846
379,2000	27,22378757
379,3000	27,17722846
379,4000	27,22378757
