Temperatura, Can B, 24V
Tempo ( s )	Temperatura ( °C )
506,4000	28,82511452
506,5000	28,82511452
506,6000	28,82511452
506,7000	28,82511452
506,8000	28,82511452
506,9000	28,82511452
507,0000	28,82511452
507,1000	28,82511452
507,2000	28,82511452
507,3000	28,82511452
507,4000	28,82511452
507,5000	28,82511452
507,6000	28,77748462
507,7000	28,82511452
507,8000	28,82511452
507,9000	28,77748462
508,0000	28,82511452
508,1000	28,82511452
508,2000	28,82511452
508,3000	28,82511452
508,4000	28,82511452
508,5000	28,82511452
508,6000	28,82511452
508,7000	28,77748462
508,8000	28,82511452
508,9000	28,87277822
509,0000	28,82511452
509,1000	28,87277822
509,2000	28,82511452
509,3000	28,82511452
509,4000	28,82511452
509,5000	28,82511452
509,6000	28,82511452
509,7000	28,82511452
509,8000	28,82511452
509,9000	28,87277822
510,0000	28,82511452
510,1000	28,87277822
510,2000	28,82511452
510,3000	28,82511452
510,4000	28,82511452
510,5000	28,87277822
510,6000	28,82511452
510,7000	28,87277822
510,8000	28,82511452
510,9000	28,87277822
511,0000	28,82511452
511,1000	28,87277822
511,2000	28,82511452
511,3000	28,87277822
511,4000	28,82511452
511,5000	28,87277822
511,6000	28,82511452
511,7000	28,87277822
511,8000	28,82511452
511,9000	28,87277822
512,0000	28,82511452
512,1000	28,87277822
512,2000	28,92047584
512,3000	28,87277822
512,4000	28,82511452
512,5000	28,87277822
512,6000	28,92047584
512,7000	28,87277822
512,8000	28,82511452
512,9000	28,87277822
513,0000	28,82511452
513,1000	28,87277822
513,2000	28,82511452
513,3000	28,87277822
513,4000	28,82511452
513,5000	28,87277822
513,6000	28,92047584
513,7000	28,87277822
513,8000	28,92047584
513,9000	28,92047584
514,0000	28,92047584
514,1000	28,87277822
514,2000	28,92047584
514,3000	28,87277822
514,4000	28,92047584
514,5000	28,92047584
514,6000	28,82511452
514,7000	28,92047584
514,8000	28,92047584
514,9000	28,92047584
515,0000	28,92047584
515,1000	28,92047584
515,2000	28,92047584
515,3000	28,92047584
515,4000	28,92047584
515,5000	28,92047584
515,6000	28,92047584
515,7000	28,92047584
515,8000	28,92047584
515,9000	28,92047584
516,0000	28,92047584
516,1000	28,92047584
516,2000	28,92047584
516,3000	28,92047584
516,4000	28,92047584
516,5000	28,92047584
516,6000	28,92047584
516,7000	28,92047584
516,8000	28,96820753
516,9000	28,92047584
517,0000	28,92047584
517,1000	28,92047584
517,2000	28,96820753
517,3000	28,92047584
517,4000	28,92047584
517,5000	28,92047584
517,6000	28,96820753
517,7000	28,96820753
517,8000	28,96820753
517,9000	28,92047584
518,0000	28,92047584
518,1000	28,96820753
518,2000	28,96820753
518,3000	28,96820753
518,4000	28,96820753
518,5000	28,96820753
518,6000	28,92047584
518,7000	28,96820753
518,8000	29,01597341
518,9000	28,96820753
519,0000	29,01597341
519,1000	28,96820753
519,2000	28,96820753
519,3000	28,96820753
519,4000	28,96820753
519,5000	28,96820753
519,6000	28,96820753
519,7000	28,96820753
519,8000	28,96820753
519,9000	28,96820753
520,0000	29,01597341
520,1000	28,96820753
520,2000	29,01597341
520,3000	28,96820753
520,4000	29,01597341
520,5000	28,96820753
520,6000	28,96820753
520,7000	28,96820753
520,8000	29,01597341
520,9000	28,96820753
521,0000	29,01597341
521,1000	28,96820753
521,2000	29,01597341
521,3000	28,96820753
521,4000	29,01597341
521,5000	28,96820753
521,6000	29,01597341
521,7000	28,96820753
521,8000	29,01597341
521,9000	28,96820753
522,0000	29,01597341
522,1000	29,01597341
522,2000	29,01597341
522,3000	29,01597341
522,4000	29,01597341
522,5000	28,96820753
522,6000	29,01597341
522,7000	29,01597341
522,8000	29,01597341
522,9000	29,01597341
523,0000	29,01597341
523,1000	28,96820753
523,2000	29,01597341
523,3000	29,01597341
523,4000	29,01597341
523,5000	29,01597341
523,6000	29,01597341
523,7000	29,01597341
523,8000	29,01597341
523,9000	29,01597341
524,0000	29,01597341
524,1000	29,01597341
524,2000	29,06377363
524,3000	29,01597341
524,4000	29,01597341
524,5000	29,01597341
524,6000	29,01597341
524,7000	29,01597341
524,8000	29,06377363
524,9000	29,01597341
525,0000	29,06377363
525,1000	29,01597341
525,2000	29,06377363
525,3000	29,01597341
525,4000	29,06377363
525,5000	29,01597341
525,6000	29,06377363
525,7000	29,01597341
525,8000	29,01597341
525,9000	29,01597341
526,0000	29,11160833
526,1000	29,01597341
526,2000	29,01597341
526,3000	29,01597341
526,4000	29,01597341
526,5000	29,01597341
526,6000	29,11160833
526,7000	29,01597341
526,8000	29,01597341
526,9000	29,06377363
527,0000	29,11160833
527,1000	29,01597341
527,2000	29,11160833
527,3000	29,06377363
527,4000	29,06377363
527,5000	29,06377363
527,6000	29,06377363
527,7000	29,06377363
527,8000	29,11160833
527,9000	29,06377363
528,0000	29,11160833
528,1000	29,01597341
528,2000	29,06377363
528,3000	29,06377363
528,4000	29,11160833
528,5000	29,01597341
528,6000	29,11160833
528,7000	29,06377363
528,8000	29,11160833
528,9000	29,11160833
529,0000	29,11160833
529,1000	29,06377363
529,2000	29,11160833
529,3000	29,06377363
529,4000	29,11160833
529,5000	29,06377363
529,6000	29,11160833
529,7000	29,06377363
529,8000	29,11160833
529,9000	29,06377363
530,0000	29,11160833
530,1000	29,11160833
530,2000	29,11160833
530,3000	29,11160833
530,4000	29,11160833
530,5000	29,11160833
530,6000	29,11160833
530,7000	29,06377363
530,8000	29,11160833
530,9000	29,06377363
531,0000	29,11160833
531,1000	29,11160833
531,2000	29,11160833
531,3000	29,11160833
531,4000	29,11160833
531,5000	29,11160833
531,6000	29,11160833
531,7000	29,11160833
531,8000	29,11160833
531,9000	29,11160833
532,0000	29,11160833
532,1000	29,11160833
532,2000	29,15947763
532,3000	29,06377363
532,4000	29,11160833
532,5000	29,15947763
532,6000	29,11160833
532,7000	29,11160833
532,8000	29,15947763
532,9000	29,11160833
533,0000	29,11160833
533,1000	29,11160833
533,2000	29,15947763
533,3000	29,11160833
533,4000	29,15947763
533,5000	29,11160833
533,6000	29,15947763
533,7000	29,15947763
533,8000	29,20738169
533,9000	29,11160833
534,0000	29,20738169
534,1000	29,15947763
534,2000	29,15947763
534,3000	29,15947763
534,4000	29,20738169
534,5000	29,15947763
534,6000	29,20738169
534,7000	29,15947763
534,8000	29,15947763
534,9000	29,20738169
535,0000	29,20738169
535,1000	29,15947763
535,2000	29,20738169
535,3000	29,15947763
535,4000	29,20738169
535,5000	29,15947763
535,6000	29,20738169
535,7000	29,15947763
535,8000	29,20738169
535,9000	29,15947763
536,0000	29,20738169
536,1000	29,15947763
536,2000	29,20738169
536,3000	29,15947763
536,4000	29,20738169
536,5000	29,15947763
536,6000	29,20738169
536,7000	29,15947763
536,8000	29,20738169
536,9000	29,20738169
537,0000	29,20738169
537,1000	29,15947763
537,2000	29,20738169
537,3000	29,15947763
537,4000	29,20738169
537,5000	29,20738169
537,6000	29,20738169
537,7000	29,15947763
537,8000	29,20738169
537,9000	29,20738169
538,0000	29,20738169
538,1000	29,20738169
538,2000	29,20738169
538,3000	29,15947763
538,4000	29,20738169
538,5000	29,20738169
538,6000	29,20738169
538,7000	29,20738169
538,8000	29,20738169
538,9000	29,20738169
539,0000	29,20738169
539,1000	29,15947763
539,2000	29,20738169
539,3000	29,20738169
539,4000	29,20738169
539,5000	29,20738169
539,6000	29,25532064
539,7000	29,20738169
539,8000	29,20738169
539,9000	29,20738169
540,0000	29,25532064
540,1000	29,20738169
540,2000	29,20738169
540,3000	29,20738169
540,4000	29,30329462
540,5000	29,20738169
540,6000	29,25532064
540,7000	29,20738169
540,8000	29,25532064
540,9000	29,20738169
541,0000	29,20738169
541,1000	29,20738169
541,2000	29,25532064
541,3000	29,20738169
541,4000	29,20738169
541,5000	29,20738169
541,6000	29,30329462
541,7000	29,20738169
541,8000	29,30329462
541,9000	29,20738169
542,0000	29,20738169
542,1000	29,20738169
542,2000	29,30329462
542,3000	29,20738169
542,4000	29,25532064
542,5000	29,20738169
542,6000	29,30329462
542,7000	29,20738169
542,8000	29,25532064
542,9000	29,20738169
543,0000	29,30329462
543,1000	29,20738169
543,2000	29,25532064
543,3000	29,20738169
543,4000	29,30329462
543,5000	29,20738169
543,6000	29,30329462
543,7000	29,20738169
543,8000	29,30329462
543,9000	29,20738169
544,0000	29,30329462
544,1000	29,20738169
544,2000	29,30329462
544,3000	29,20738169
544,4000	29,30329462
544,5000	29,20738169
544,6000	29,30329462
544,7000	29,30329462
544,8000	29,30329462
544,9000	29,30329462
545,0000	29,30329462
545,1000	29,30329462
545,2000	29,30329462
545,3000	29,30329462
545,4000	29,30329462
545,5000	29,30329462
545,6000	29,30329462
545,7000	29,25532064
545,8000	29,30329462
545,9000	29,30329462
546,0000	29,30329462
546,1000	29,30329462
546,2000	29,30329462
546,3000	29,30329462
546,4000	29,30329462
546,5000	29,30329462
546,6000	29,30329462
546,7000	29,30329462
546,8000	29,30329462
546,9000	29,30329462
547,0000	29,35130376
547,1000	29,30329462
547,2000	29,30329462
547,3000	29,30329462
547,4000	29,30329462
547,5000	29,30329462
547,6000	29,30329462
547,7000	29,35130376
547,8000	29,30329462
547,9000	29,30329462
548,0000	29,30329462
548,1000	29,30329462
548,2000	29,35130376
548,3000	29,35130376
548,4000	29,30329462
548,5000	29,35130376
548,6000	29,35130376
548,7000	29,35130376
548,8000	29,30329462
548,9000	29,35130376
549,0000	29,35130376
549,1000	29,30329462
549,2000	29,39934822
549,3000	29,35130376
549,4000	29,39934822
549,5000	29,35130376
549,6000	29,39934822
549,7000	29,35130376
549,8000	29,35130376
549,9000	29,30329462
550,0000	29,35130376
550,1000	29,35130376
550,2000	29,35130376
550,3000	29,35130376
550,4000	29,39934822
550,5000	29,35130376
550,6000	29,39934822
550,7000	29,35130376
550,8000	29,39934822
550,9000	29,30329462
551,0000	29,39934822
551,1000	29,35130376
551,2000	29,39934822
551,3000	29,35130376
551,4000	29,39934822
551,5000	29,35130376
551,6000	29,35130376
551,7000	29,35130376
551,8000	29,39934822
551,9000	29,39934822
552,0000	29,39934822
552,1000	29,39934822
552,2000	29,39934822
552,3000	29,35130376
552,4000	29,39934822
552,5000	29,35130376
552,6000	29,39934822
552,7000	29,39934822
552,8000	29,39934822
552,9000	29,39934822
553,0000	29,39934822
553,1000	29,39934822
553,2000	29,39934822
553,3000	29,39934822
553,4000	29,39934822
553,5000	29,39934822
553,6000	29,39934822
553,7000	29,35130376
553,8000	29,39934822
553,9000	29,39934822
554,0000	29,39934822
554,1000	29,39934822
554,2000	29,39934822
554,3000	29,39934822
554,4000	29,44742812
554,5000	29,39934822
554,6000	29,44742812
554,7000	29,39934822
554,8000	29,39934822
554,9000	29,39934822
555,0000	29,39934822
555,1000	29,39934822
555,2000	29,44742812
555,3000	29,39934822
555,4000	29,39934822
555,5000	29,39934822
555,6000	29,39934822
555,7000	29,39934822
555,8000	29,39934822
555,9000	29,39934822
556,0000	29,39934822
556,1000	29,39934822
556,2000	29,44742812
556,3000	29,39934822
556,4000	29,44742812
556,5000	29,39934822
556,6000	29,44742812
556,7000	29,39934822
556,8000	29,44742812
556,9000	29,39934822
557,0000	29,44742812
557,1000	29,39934822
557,2000	29,44742812
557,3000	29,39934822
557,4000	29,49554362
557,5000	29,39934822
557,6000	29,49554362
557,7000	29,39934822
557,8000	29,49554362
557,9000	29,44742812
558,0000	29,49554362
558,1000	29,44742812
558,2000	29,49554362
558,3000	29,39934822
558,4000	29,49554362
558,5000	29,49554362
558,6000	29,49554362
558,7000	29,44742812
558,8000	29,49554362
558,9000	29,44742812
559,0000	29,49554362
559,1000	29,44742812
